dt,Time,Booking ID,Booking Status,Customer ID,Vehicle Type,Pickup Location,Drop Location,Avg VTAT,Avg CTAT,Cancelled Rides by Customer,Reason for cancelling by Customer,Cancelled Rides by Driver,Driver Cancellation Reason,Incomplete Rides,Incomplete Rides Reason,Booking Value,Ride Distance,Driver Ratings,Customer Rating,Payment Method
20240828,10:09:26,CNR4167493,3,CID4129894,Go Sedan,Ardee City,Govindpuri,7,28.8,0,0,1,1,0,0,414,23.72,4.3,4.5,Not Applicable
20240121,14:07:42,CNR5289632,2,CID1203339,Go Mini,Huda City Centre,Dwarka Mor,2,24.2,0,0,0,0,0,0,309,2.51,3.2,3.8,Debit Card
20241224,10:28:28,CNR9581718,4,CID3930450,Go Sedan,Saket,Subhash Chowk,16.5,28.8,1,3,0,0,0,0,414,23.72,4.3,4.5,Not Applicable
20240929,20:04:16,CNR5816747,3,CID6189175,Uber XL,Gurgaon Railway Station,IFFCO Chowk,11.1,28.8,0,0,1,3,0,0,414,23.72,4.3,4.5,Not Applicable
20240730,17:38:17,CNR2810657,2,CID1623321,Go Sedan,Rithala,Mansarovar Park,5.8,22.5,0,0,0,0,0,0,260,31.2,4.3,4.4,Debit Card
20240211,09:29:42,CNR9744507,2,CID8790038,Premier Sedan,Nirman Vihar,Adarsh Nagar,2.6,44.9,0,0,0,0,0,0,1150,43.51,4.8,4.7,UPI
20240731,17:32:06,CNR3997547,2,CID9158111,Bike,Nehru Place,Akshardham,4.2,36.8,0,0,0,0,0,0,596,33.36,5,4.4,UPI
20241016,20:53:11,CNR6526765,2,CID5420397,Auto,Sarojini Nagar,Cyber Hub,12.4,29.7,0,0,0,0,0,0,353,20.11,4.5,4.5,UPI
20240501,20:19:39,CNR2217651,2,CID1588246,Auto,Rajouri Garden,Palam Vihar,8.3,18.8,0,0,0,0,0,0,420,18.2,4.6,3.2,Cash
20240104,11:53:15,CNR6469004,3,CID8947030,Auto,Malviya Nagar,Chanakyapuri,3.3,28.8,0,0,1,4,0,0,414,23.72,4.3,4.5,Not Applicable
20241108,17:26:50,CNR5574510,3,CID3835431,Auto,Greater Noida,Karkarduma,11.7,28.8,0,0,1,4,0,0,414,23.72,4.3,4.5,Not Applicable
20240813,16:21:07,CNR5225807,2,CID7640211,eBike,Model Town,Ashram,8.7,39,0,0,0,0,0,0,174,27.66,4.6,4.3,Debit Card
20240711,20:06:40,CNR1238366,3,CID7337803,Go Mini,Kashmere Gate,Akshardham,7.5,28.8,0,0,1,3,0,0,414,23.72,4.3,4.5,Not Applicable
20241019,18:36:31,CNR6028405,2,CID9500746,Bike,Vinobapuri,Preet Vihar,8.4,32.1,0,0,0,0,0,0,343,43.35,4.3,4.5,Uber Wallet
20240427,10:15:49,CNR2624010,2,CID7076876,Bike,Sarojini Nagar,Manesar,3.4,28.7,0,0,0,0,0,0,95,2.03,4.1,4.3,UPI
20240612,03:01:21,CNR6759651,0,CID4495275,Go Sedan,Ambience Mall,Ardee City,8.3,28.8,0,0,0,0,0,0,414,23.72,4.3,4.5,Not Applicable
20240708,19:15:23,CNR2398129,2,CID9069345,Auto,Nirman Vihar,Dwarka Mor,5.5,27.3,0,0,0,0,0,0,849,22.51,3.4,4.2,UPI
20241202,12:02:53,CNR7222469,4,CID6102045,Auto,Welcome,Botanical Garden,5.2,28.8,1,2,0,0,0,0,414,23.72,4.3,4.5,Not Applicable
20240629,12:19:38,CNR4258561,3,CID1588830,eBike,Gurgaon Sector 29,Subhash Nagar,6.7,28.8,0,0,1,1,0,0,414,23.72,4.3,4.5,Not Applicable
20240402,18:07:58,CNR4605398,2,CID8880616,Go Mini,Kanhaiya Nagar,Chirag Delhi,5.7,32,0,0,0,0,0,0,213,26.43,4.5,4.7,UPI
20240915,21:12:06,CNR3789599,2,CID5586548,Bike,Kanhaiya Nagar,Golf Course Road,9.3,17.2,0,0,0,0,0,0,298,49.76,4.4,3.7,Cash
20240209,12:23:04,CNR9415880,2,CID8769856,Bike,Connaught Place,Okhla,11.4,25.4,0,0,0,0,0,0,512,7.42,4.2,3.7,Cash
20241124,16:12:57,CNR5012074,1,CID3882859,Premier Sedan,Kanhaiya Nagar,Faridabad Sector 15,10,28.6,0,0,0,0,1,2,580,17.57,4.3,4.5,UPI
20240309,21:50:34,CNR8972571,3,CID2768200,Uber XL,Shastri Nagar,Yamuna Bank,4,28.8,0,0,1,2,0,0,414,23.72,4.3,4.5,Not Applicable
20240831,12:06:10,CNR6398642,2,CID6760707,eBike,Greater Noida,Kashmere Gate,14.3,31.2,0,0,0,0,0,0,683,15.51,3.4,4.4,Credit Card
20240724,21:24:01,CNR8276154,2,CID1731893,eBike,Ashok Vihar,Gurgaon Sector 56,3.5,35.4,0,0,0,0,0,0,620,20.93,3.9,4.1,UPI
20240425,10:05:07,CNR7454934,0,CID1636581,Go Mini,Ashram,Noida Extension,8.3,28.8,0,0,0,0,0,0,414,23.72,4.3,4.5,Not Applicable
20240515,07:49:58,CNR2974820,0,CID7123139,Go Mini,Vidhan Sabha,India Gate,8.3,28.8,0,0,0,0,0,0,414,23.72,4.3,4.5,Not Applicable
20240307,12:03:48,CNR3425490,2,CID4910497,Go Mini,Akshardham,Laxmi Nagar,11,35.7,0,0,0,0,0,0,307,42.9,4.1,3.9,UPI
20240905,05:00:08,CNR8840371,2,CID7644236,Auto,Noida Extension,Preet Vihar,2.9,18.9,0,0,0,0,0,0,268,5.7,4.2,4.1,UPI
20240218,20:45:15,CNR3626626,3,CID6439418,eBike,Paharganj,MG Road,4.7,28.8,0,0,1,1,0,0,414,23.72,4.3,4.5,Not Applicable
20240329,10:42:40,CNR5544558,2,CID7049026,Premier Sedan,Gwal Pahari,Paschim Vihar,14.3,25.8,0,0,0,0,0,0,1401,19.96,4.2,3.7,Debit Card
20240103,15:18:42,CNR3602682,0,CID3089904,Bike,IIT Delhi,Janakpuri,8.3,28.8,0,0,0,0,0,0,414,23.72,4.3,4.5,Not Applicable
20240803,22:48:42,CNR2057753,2,CID9115191,Auto,Greater Noida,Kanhaiya Nagar,11.4,23.6,0,0,0,0,0,0,570,21.86,4.1,4.7,UPI
20240721,17:45:27,CNR9914084,3,CID3136008,Go Sedan,Nawada,Jama Masjid,3.7,28.8,0,0,1,2,0,0,414,23.72,4.3,4.5,Not Applicable
20240806,11:05:18,CNR9118753,2,CID5913431,eBike,Chandni Chowk,Jor Bagh,11.5,22.3,0,0,0,0,0,0,686,48.34,3.5,4.6,Debit Card
20240311,10:10:53,CNR6601742,2,CID2335211,Bike,Okhla,Palam Vihar,13.3,33.7,0,0,0,0,0,0,269,25.86,3.7,5,Debit Card
20240602,11:39:08,CNR7864030,2,CID7381123,Auto,Satguru Ram Singh Marg,IIT Delhi,7.3,39.2,0,0,0,0,0,0,1982,16.85,4.9,5,Debit Card
20241105,07:17:09,CNR1332641,2,CID9658238,Go Sedan,Indirapuram,Sushant Lok,6.9,34.8,0,0,0,0,0,0,285,17.32,4.9,4.3,UPI
20241001,21:08:47,CNR4094794,2,CID6140752,Auto,IGI Airport,Mansarovar Park,3.8,40.1,0,0,0,0,0,0,170,39.62,4.3,4.7,UPI
20240205,18:10:16,CNR6543378,3,CID4248799,Auto,Saidulajab,Central Secretariat,10.3,28.8,0,0,1,2,0,0,414,23.72,4.3,4.5,Not Applicable
20240206,08:48:37,CNR3860725,3,CID9924432,Auto,Central Secretariat,Ghitorni Village,7.4,28.8,0,0,1,1,0,0,414,23.72,4.3,4.5,Not Applicable
20241016,16:57:04,CNR6321686,0,CID7524226,Auto,Old Gurgaon,Rajiv Nagar,8.3,28.8,0,0,0,0,0,0,414,23.72,4.3,4.5,Not Applicable
20240507,12:27:48,CNR1019191,3,CID3934763,Bike,Ashram,Indirapuram,11.9,28.8,0,0,1,1,0,0,414,23.72,4.3,4.5,Not Applicable
20240325,09:06:31,CNR4680671,2,CID4167207,Bike,Arjangarh,Vidhan Sabha,13,18.7,0,0,0,0,0,0,445,18.79,4.8,5,Credit Card
20241222,20:42:09,CNR3112897,2,CID4207276,Go Mini,Mansarovar Park,Punjabi Bagh,6.9,34,0,0,0,0,0,0,338,41.38,4.6,4.6,Cash
20240422,18:10:38,CNR1338398,2,CID8959224,Auto,Ghitorni Village,Uttam Nagar,14.4,28.2,0,0,0,0,0,0,658,49.22,3.7,4.2,Cash
20240327,07:40:44,CNR3422582,0,CID7169802,Go Mini,Barakhamba Road,Cyber Hub,8.3,28.8,0,0,0,0,0,0,414,23.72,4.3,4.5,Not Applicable
20241230,19:47:27,CNR3460365,2,CID1074035,Premier Sedan,ITO,Jhilmil,6.3,26.3,0,0,0,0,0,0,170,24.35,4.1,4.1,Cash
20240106,09:25:33,CNR1518660,3,CID3972260,Premier Sedan,Noida Film City,Jahangirpuri,9.5,28.8,0,0,1,1,0,0,414,23.72,4.3,4.5,Not Applicable
20241227,08:27:05,CNR3132765,2,CID7605081,eBike,Ghaziabad,Kaushambi,10.8,21.4,0,0,0,0,0,0,430,49.84,4.8,4.5,UPI
20241208,20:22:17,CNR4838648,2,CID8559288,eBike,Mehrauli,Udyog Vihar,10,34.8,0,0,0,0,0,0,913,17.77,4,4.1,UPI
20240705,01:38:07,CNR4180288,2,CID6008525,Bike,Subhash Nagar,Lal Quila,3.1,41.3,0,0,0,0,0,0,869,33.99,3,4.1,Credit Card
20240510,08:42:27,CNR9003508,2,CID4006096,Bike,Inderlok,Dilshad Garden,9.2,16.1,0,0,0,0,0,0,130,37.7,4.2,4.1,Debit Card
20241012,14:56:50,CNR1663634,3,CID8459923,eBike,GTB Nagar,Chhatarpur,10.5,28.8,0,0,1,2,0,0,414,23.72,4.3,4.5,Not Applicable
20240607,16:07:55,CNR7079426,2,CID4863935,Go Mini,Kherki Daula Toll,Gwal Pahari,2.2,23.5,0,0,0,0,0,0,482,35.5,3.5,4.5,UPI
20240217,22:37:19,CNR9372586,3,CID4491622,Auto,Dwarka Sector 21,Ardee City,8.9,28.8,0,0,1,2,0,0,414,23.72,4.3,4.5,Not Applicable
20240708,11:59:44,CNR7146408,2,CID4489233,Premier Sedan,Preet Vihar,Vatika Chowk,3.7,28.6,0,0,0,0,0,0,86,12.26,4.3,4.4,UPI
20240913,16:42:56,CNR1360952,3,CID6419652,Auto,Raj Nagar Extension,Paharganj,3.4,28.8,0,0,1,4,0,0,414,23.72,4.3,4.5,Not Applicable
20240419,02:17:47,CNR4695336,2,CID1662750,Premier Sedan,Adarsh Nagar,INA Market,7.8,19.7,0,0,0,0,0,0,964,33.2,4.7,4.7,Cash
20240618,18:36:06,CNR8766546,2,CID3027250,Go Sedan,Udyog Vihar,Subhash Chowk,10,19.2,0,0,0,0,0,0,684,39.55,4.9,4.6,UPI
20241212,15:41:43,CNR6454824,2,CID9063881,Auto,Udyog Bhawan,Basai Dhankot,14.6,31.7,0,0,0,0,0,0,121,32.05,3,4.3,UPI
20240719,20:27:55,CNR5479508,2,CID4310997,Premier Sedan,Netaji Subhash Place,Saidulajab,12.9,18.1,0,0,0,0,0,0,996,12.86,4.5,4.2,UPI
20241115,10:41:56,CNR1080412,2,CID8334634,Bike,Vatika Chowk,Jama Masjid,4.5,39.6,0,0,0,0,0,0,159,24.95,4.9,4.3,Uber Wallet
20241226,19:20:58,CNR9270722,2,CID9832381,Go Sedan,Model Town,Pitampura,10.1,25,0,0,0,0,0,0,200,32.49,3.9,5,Debit Card
20240208,17:10:38,CNR6193771,4,CID9228952,Premier Sedan,Central Secretariat,Karol Bagh,15.5,28.8,1,4,0,0,0,0,414,23.72,4.3,4.5,Not Applicable
20241120,20:25:47,CNR2053085,2,CID7892065,Go Mini,India Gate,Saket,10.1,16.1,0,0,0,0,0,0,1957,19.58,4.7,4.3,Credit Card
20240408,09:15:59,CNR8251137,2,CID2911716,Auto,Seelampur,ITO,9.5,31.6,0,0,0,0,0,0,525,2.93,4.3,3.9,Debit Card
20240520,16:46:19,CNR2629221,4,CID2289954,Go Mini,Sarojini Nagar,Jor Bagh,7.2,28.8,1,2,0,0,0,0,414,23.72,4.3,4.5,Not Applicable
20240111,15:39:45,CNR2174110,2,CID8733959,Uber XL,Kherki Daula Toll,Shivaji Park,15,41.2,0,0,0,0,0,0,102,20.1,3.9,4.3,Uber Wallet
20240523,15:02:31,CNR7846090,0,CID9198226,Go Sedan,Sarai Kale Khan,Saket,8.3,28.8,0,0,0,0,0,0,414,23.72,4.3,4.5,Not Applicable
20240508,17:12:43,CNR7556215,2,CID2432849,Bike,Rajiv Chowk,Kherki Daula Toll,11.4,29.8,0,0,0,0,0,0,140,33.92,4.4,4.5,Debit Card
20241201,08:34:38,CNR8095764,2,CID9867611,Go Sedan,Rajouri Garden,Ashok Vihar,9.4,26,0,0,0,0,0,0,436,34.61,4.6,3.6,UPI
20240228,17:08:56,CNR3175168,0,CID3354899,Auto,Badarpur,Qutub Minar,8.3,28.8,0,0,0,0,0,0,414,23.72,4.3,4.5,Not Applicable
20241122,19:31:20,CNR1757502,2,CID7359117,Premier Sedan,New Colony,Golf Course Road,6,32,0,0,0,0,0,0,630,11.3,3.8,4.3,Debit Card
20241117,21:36:27,CNR9888227,2,CID7493488,eBike,Moolchand,Rajiv Chowk,13.7,35.1,0,0,0,0,0,0,537,12.07,4.7,5,UPI
20240817,12:28:07,CNR1434249,3,CID7313525,Go Sedan,Noida Extension,Vinobapuri,11.9,28.8,0,0,1,4,0,0,414,23.72,4.3,4.5,Not Applicable
20240404,19:50:00,CNR9914647,4,CID6393503,Auto,Karol Bagh,Udyog Bhawan,10.8,28.8,1,2,0,0,0,0,414,23.72,4.3,4.5,Not Applicable
20240226,21:21:37,CNR4973920,2,CID4726001,Go Mini,Mehrauli,Govindpuri,10.3,17.2,0,0,0,0,0,0,297,14.48,4.4,4.5,Cash
20240114,22:05:45,CNR4581364,2,CID5266995,Bike,Tagore Garden,Udyog Vihar Phase 4,2.2,22.1,0,0,0,0,0,0,120,16.2,4.9,4.3,UPI
20241201,15:52:05,CNR3111169,3,CID3902651,Bike,Ghaziabad,Kaushambi,4.7,28.8,0,0,1,3,0,0,414,23.72,4.3,4.5,Not Applicable
20240125,18:44:57,CNR4242309,2,CID3673668,Premier Sedan,Narsinghpur,Pitampura,9.1,29.9,0,0,0,0,0,0,465,23.95,3.8,4.2,UPI
20240703,09:29:33,CNR1843275,2,CID1344861,Auto,Mehrauli,Old Gurgaon,13.9,22.9,0,0,0,0,0,0,861,27.68,4.4,4.3,UPI
20241120,07:07:13,CNR9600673,0,CID8012464,Bike,Badarpur,Vasant Kunj,8.3,28.8,0,0,0,0,0,0,414,23.72,4.3,4.5,Not Applicable
20241101,11:11:53,CNR6578799,2,CID4845584,Bike,Rohini,Munirka,11.5,32,0,0,0,0,0,0,491,49.53,3.4,4.8,Uber Wallet
20241004,11:36:57,CNR8793103,1,CID1562711,Go Sedan,Shastri Park,Ghitorni,8.6,19.7,0,0,0,0,1,1,138,8.9,4.3,4.5,UPI
20240926,11:47:55,CNR5316278,2,CID4668782,Go Sedan,Udyog Vihar,Green Park,3.8,23.4,0,0,0,0,0,0,1115,7.3,4.4,4.8,UPI
20240419,16:12:17,CNR8791171,2,CID4650239,Go Mini,Yamuna Bank,Chirag Delhi,6.6,26.2,0,0,0,0,0,0,278,40.83,3.7,4.2,Uber Wallet
20240609,12:07:16,CNR6684393,3,CID2281678,Auto,Saket,Kashmere Gate ISBT,8.4,28.8,0,0,1,1,0,0,414,23.72,4.3,4.5,Not Applicable
20241010,14:24:12,CNR9448054,0,CID5806272,Go Mini,Sohna Road,Indraprastha,8.3,28.8,0,0,0,0,0,0,414,23.72,4.3,4.5,Not Applicable
20240317,12:58:09,CNR7957802,2,CID2658516,Go Mini,Bhikaji Cama Place,Shahdara,3.5,21.8,0,0,0,0,0,0,1244,46.89,4.6,3.2,Uber Wallet
20240617,15:31:24,CNR8028863,2,CID2578165,Go Mini,Madipur,Subhash Nagar,9.2,15.6,0,0,0,0,0,0,259,36.52,4.3,4.1,Credit Card
20240529,14:13:56,CNR8210497,1,CID1426091,Auto,Sushant Lok,Vaishali,6.2,22.2,0,0,0,0,1,3,180,17.36,4.3,4.5,Uber Wallet
20240227,02:01:57,CNR2254166,2,CID9485064,Premier Sedan,Sarai Kale Khan,Greater Kailash,11.4,31.8,0,0,0,0,0,0,141,35.54,4.2,4.6,Debit Card
20240709,12:31:20,CNR1432368,2,CID3061385,Auto,Sonipat,Kaushambi,2.7,43.4,0,0,0,0,0,0,242,35.35,5,4.4,UPI
20240709,15:38:36,CNR9722451,2,CID8860594,Uber XL,Ramesh Nagar,Hauz Khas,8.6,35.8,0,0,0,0,0,0,425,35.81,3.2,4.6,UPI
20240129,17:18:05,CNR6471462,2,CID6237382,Bike,Noida Film City,Kirti Nagar,3.4,21.5,0,0,0,0,0,0,988,22.07,4.4,4.6,Cash
20240626,17:07:33,CNR6246664,2,CID9457486,Bike,India Gate,Nawada,11,30.1,0,0,0,0,0,0,119,24.43,4.3,4.5,Cash
20240508,20:24:16,CNR6630175,0,CID6287657,Auto,Barakhamba Road,Akshardham,8.3,28.8,0,0,0,0,0,0,414,23.72,4.3,4.5,Not Applicable
20240729,15:53:50,CNR9635857,2,CID2219757,Auto,IIT Delhi,Saket,5,36.6,0,0,0,0,0,0,405,22.35,4.2,4.7,Debit Card
20240526,19:15:38,CNR8872676,4,CID2748090,Go Sedan,Hauz Khas,Barakhamba Road,18,28.8,1,2,0,0,0,0,414,23.72,4.3,4.5,Not Applicable
20241026,13:59:31,CNR3750217,1,CID8792034,Go Mini,IGNOU Road,Saket,7.9,20.5,0,0,0,0,1,2,1558,16.98,4.3,4.5,UPI
20240211,13:06:53,CNR5911095,1,CID5847658,Go Mini,Malviya Nagar,Moti Nagar,4.8,23.9,0,0,0,0,1,3,369,13.46,4.3,4.5,Cash
20240323,19:44:53,CNR1112917,3,CID7490297,Premier Sedan,Rajouri Garden,IFFCO Chowk,10.1,28.8,0,0,1,4,0,0,414,23.72,4.3,4.5,Not Applicable
20241008,15:42:14,CNR7145469,0,CID9978540,eBike,Sadar Bazar Gurgaon,Sushant Lok,8.3,28.8,0,0,0,0,0,0,414,23.72,4.3,4.5,Not Applicable
20240416,09:50:56,CNR8235770,4,CID7932741,Premier Sedan,Hauz Rani,Pragati Maidan,15.9,28.8,1,4,0,0,0,0,414,23.72,4.3,4.5,Not Applicable
20241101,06:04:19,CNR8400728,3,CID8574410,Premier Sedan,Bahadurgarh,Lok Kalyan Marg,8.9,28.8,0,0,1,2,0,0,414,23.72,4.3,4.5,Not Applicable
20240503,18:04:20,CNR6370615,2,CID4514954,Bike,Raj Nagar Extension,Panchsheel Park,6.7,33.1,0,0,0,0,0,0,722,49.11,3.7,4.2,Cash
20240823,07:42:50,CNR8609092,1,CID9791631,Auto,Vidhan Sabha,Noida Film City,8.6,18.1,0,0,0,0,1,1,115,9.88,4.3,4.5,Credit Card
20240720,19:53:26,CNR4412164,0,CID6022834,Auto,Pragati Maidan,Kashmere Gate,8.3,28.8,0,0,0,0,0,0,414,23.72,4.3,4.5,Not Applicable
20240601,08:38:07,CNR1930852,2,CID7231488,Bike,Saidulajab,Vatika Chowk,4.2,43.8,0,0,0,0,0,0,295,43.08,4.2,4.9,Uber Wallet
20240101,15:53:35,CNR6964636,4,CID2662010,Auto,Samaypur Badli,Old Gurgaon,15.2,28.8,1,5,0,0,0,0,414,23.72,4.3,4.5,Not Applicable
20240622,11:14:07,CNR3905893,1,CID2925140,Bike,Madipur,Anand Vihar,5.5,29.6,0,0,0,0,1,3,602,1.57,4.3,4.5,Cash
20240618,05:36:09,CNR5736177,2,CID2491619,Go Mini,Vidhan Sabha,MG Road,6.7,26.8,0,0,0,0,0,0,351,2.01,4.3,4.7,Credit Card
20240317,11:29:33,CNR8691033,2,CID5386374,Go Mini,Rohini West,Tagore Garden,14.7,17.7,0,0,0,0,0,0,735,10.98,3.2,5,Uber Wallet
20240409,23:38:10,CNR1557911,2,CID3064303,Bike,Kaushambi,Sushant Lok,7.8,38.4,0,0,0,0,0,0,448,21.91,3.4,4.2,UPI
20240928,10:34:54,CNR6390944,2,CID2822677,Go Mini,Green Park,Ramesh Nagar,9.8,22.6,0,0,0,0,0,0,155,20.94,4.9,4.9,UPI
20241107,09:47:41,CNR6192425,3,CID8477238,Go Mini,Connaught Place,Ashok Park Main,7.4,28.8,0,0,1,1,0,0,414,23.72,4.3,4.5,Not Applicable
20240225,17:54:44,CNR8938346,0,CID4300276,Go Sedan,Greater Kailash,Dwarka Mor,8.3,28.8,0,0,0,0,0,0,414,23.72,4.3,4.5,Not Applicable
20240710,11:51:33,CNR9054277,2,CID4735543,Auto,Seelampur,Gwal Pahari,6,30.7,0,0,0,0,0,0,148,16.35,4.2,3.4,Cash
20241220,08:07:28,CNR7760556,2,CID4611702,Auto,Dwarka Sector 21,Noida Extension,9.1,20.2,0,0,0,0,0,0,293,21.99,4.4,3.4,UPI
20240108,16:07:25,CNR8264249,2,CID1313600,Premier Sedan,Janakpuri,Seelampur,14.5,22.7,0,0,0,0,0,0,367,49.74,3,4.1,Cash
20240730,12:51:55,CNR1995928,2,CID1779732,Premier Sedan,Chirag Delhi,Rajiv Chowk,8.7,30.4,0,0,0,0,0,0,220,13.81,4.3,5,UPI
20241220,15:57:32,CNR7424008,2,CID6923204,Go Sedan,Bahadurgarh,Yamuna Bank,3,22.1,0,0,0,0,0,0,897,25.32,4.1,4.7,Credit Card
20241107,06:19:13,CNR4570935,2,CID3624336,Auto,Keshav Puram,Sonipat,3.2,27.4,0,0,0,0,0,0,392,21.13,3.6,4.9,UPI
20240202,16:17:08,CNR6449469,2,CID6053426,Go Sedan,Botanical Garden,Dilshad Garden,10.8,25.2,0,0,0,0,0,0,77,10.82,4.6,4.1,UPI
20240811,17:32:46,CNR7949640,2,CID5231340,Bike,Hero Honda Chowk,Yamuna Bank,9.2,36,0,0,0,0,0,0,1078,41.63,4.7,4.9,UPI
20241109,11:07:01,CNR8293915,2,CID9188002,Bike,Rohini,Udyog Bhawan,9.2,41.9,0,0,0,0,0,0,363,49.64,4.2,4.2,Cash
20240523,11:39:14,CNR9368301,2,CID4371024,Premier Sedan,Gurgaon Railway Station,Pitampura,3.3,24.1,0,0,0,0,0,0,164,21.11,4.2,4.2,Uber Wallet
20240721,11:45:38,CNR9950995,2,CID7147491,Premier Sedan,Tis Hazari,Khandsa,2.5,23.2,0,0,0,0,0,0,575,2.66,4.2,4.3,UPI
20240609,05:36:28,CNR7682482,3,CID4810494,Go Sedan,Cyber Hub,Mundka,5.4,28.8,0,0,1,4,0,0,414,23.72,4.3,4.5,Not Applicable
20240323,15:14:37,CNR4918467,2,CID3300782,Bike,Vaishali,Khan Market,12.5,35.6,0,0,0,0,0,0,449,32.89,4.2,4.6,Credit Card
20240422,10:13:25,CNR3458718,3,CID7361719,Go Sedan,Laxmi Nagar,Meerut,7.8,28.8,0,0,1,2,0,0,414,23.72,4.3,4.5,Not Applicable
20241028,19:26:56,CNR3447408,2,CID3883036,Go Mini,Netaji Subhash Place,Rajiv Nagar,10.8,22.5,0,0,0,0,0,0,145,39.66,4.4,4.6,UPI
20240323,05:03:45,CNR7738580,2,CID7394120,Auto,Vinobapuri,Rohini,7,33.1,0,0,0,0,0,0,430,41.81,4.4,5,Cash
20240404,15:08:08,CNR8102212,2,CID1214731,Auto,Uttam Nagar,Seelampur,4.7,39.9,0,0,0,0,0,0,89,15.51,3.8,4.2,UPI
20240904,08:27:56,CNR5491982,2,CID2580236,Premier Sedan,Vidhan Sabha,Paschim Vihar,5.9,15.7,0,0,0,0,0,0,843,24.14,3,3.9,UPI
20240608,13:03:34,CNR3045548,2,CID4975064,Auto,Subhash Chowk,Ambience Mall,6.5,24,0,0,0,0,0,0,307,15.16,4.4,4.1,Cash
20240428,15:51:47,CNR2866820,2,CID5324420,Uber XL,Udyog Vihar Phase 4,GTB Nagar,11.1,38.2,0,0,0,0,0,0,594,30.47,3.2,5,Credit Card
20240917,21:25:07,CNR3580998,2,CID9558272,Go Sedan,Saket A Block,Pataudi Chowk,11.5,18.4,0,0,0,0,0,0,478,32.28,3.6,4.9,Credit Card
20240429,21:11:36,CNR9285556,1,CID1279142,Auto,Pulbangash,Jor Bagh,4.5,26.9,0,0,0,0,1,2,639,14.45,4.3,4.5,Uber Wallet
20240311,09:07:41,CNR3933239,2,CID7437806,Premier Sedan,South Extension,Central Secretariat,12.1,36.1,0,0,0,0,0,0,530,25.28,3.8,4,Credit Card
20240430,07:35:28,CNR4066304,2,CID1742421,eBike,Kanhaiya Nagar,Sarai Kale Khan,9.7,36.4,0,0,0,0,0,0,90,6.63,4.4,4.7,Uber Wallet
20241111,17:02:35,CNR7845129,2,CID7757898,Auto,Seelampur,Karkarduma,6.3,26.1,0,0,0,0,0,0,227,44.66,4.1,4.4,Cash
20240215,11:51:28,CNR4768373,2,CID9547679,eBike,IMT Manesar,Laxmi Nagar,5.2,15.6,0,0,0,0,0,0,369,7.67,4.3,4.3,UPI
20240711,18:06:35,CNR8530117,2,CID7907229,Premier Sedan,Ghaziabad,Saket,5,41.9,0,0,0,0,0,0,189,26.15,4.3,4.4,UPI
20240530,16:00:54,CNR2457433,2,CID2887003,Go Mini,Basai Dhankot,Sarojini Nagar,7,44.6,0,0,0,0,0,0,213,47.19,4.3,4.4,UPI
20240706,20:42:41,CNR4488191,2,CID4629545,Auto,Manesar,Satguru Ram Singh Marg,14.3,21.6,0,0,0,0,0,0,170,36.08,4.1,4.8,UPI
20241211,00:04:56,CNR9360962,2,CID1427343,Go Mini,Madipur,Indraprastha,5.6,30.7,0,0,0,0,0,0,125,42.41,4.1,4.1,Cash
20240908,06:02:58,CNR5198550,3,CID3506565,Go Mini,Vidhan Sabha,Dwarka Mor,6.8,28.8,0,0,1,2,0,0,414,23.72,4.3,4.5,Not Applicable
20241111,20:09:07,CNR1525875,2,CID1527879,Premier Sedan,Indirapuram,Sikanderpur,8.2,38.7,0,0,0,0,0,0,674,5.16,3.9,4.1,UPI
20240102,23:21:13,CNR5542431,0,CID4985793,eBike,RK Puram,Jama Masjid,8.3,28.8,0,0,0,0,0,0,414,23.72,4.3,4.5,Not Applicable
20240620,08:32:33,CNR2460497,2,CID9844171,eBike,Sarojini Nagar,Kashmere Gate ISBT,6.5,24.5,0,0,0,0,0,0,737,5.67,4.3,4.9,Cash
20240414,21:36:02,CNR7021190,2,CID4995519,eBike,AIIMS,India Gate,11.4,27,0,0,0,0,0,0,343,45.33,4.2,4.3,Cash
20240520,10:17:27,CNR3738922,2,CID5958292,eBike,Jor Bagh,Mansarovar Park,2,33.8,0,0,0,0,0,0,96,5.63,4.1,4.6,Cash
20240327,11:58:18,CNR9238892,2,CID4119272,Go Sedan,Green Park,Model Town,8.2,31.2,0,0,0,0,0,0,875,4.43,4.4,4.2,UPI
20240306,21:11:18,CNR9967455,2,CID6419974,Bike,IMT Manesar,Anand Vihar ISBT,3.5,39.2,0,0,0,0,0,0,225,4.38,4.6,4.3,UPI
20240329,01:23:15,CNR1953623,2,CID4068571,Auto,Netaji Subhash Place,Indirapuram,4.4,38.5,0,0,0,0,0,0,592,47.21,3.7,5,Cash
20240102,19:37:33,CNR5983426,1,CID2180969,Go Sedan,GTB Nagar,Sultanpur,9.2,14.8,0,0,0,0,1,2,280,3.35,4.3,4.5,Cash
20240628,10:07:01,CNR8496535,2,CID5757106,Go Sedan,Qutub Minar,Azadpur,14.8,25.5,0,0,0,0,0,0,237,32.61,4.2,4.2,UPI
20240223,10:54:44,CNR4299400,2,CID3463346,Go Mini,Subhash Chowk,Vishwavidyalaya,2.2,35.3,0,0,0,0,0,0,125,25.26,5,4.7,UPI
